"","X","Table.1","ANZSOC.Division","month","year","ANZSOC.Group","ANZSOC.Subdivision","Area.Unit","Location.Type","Locn.Type.Division","Occurrence.Day.Of.Week","Occurrence.Hour.Of.Day","Territorial.Authority","Weapon","Number.of.Records","Victimisations"
"781",781,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Auckland Central East.",".","Community Location","Saturday",2,"Auckland.","None",1,1
"782",782,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Willis Street-Cambridge Terrace.",".","Community Location","Saturday",3,"Wellington City.","None",1,1
"783",783,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Paparua.",".","Community Location","Saturday",8,"Christchurch City.","None",1,2
"784",784,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Panmure Basin.",".","Community Location","Saturday",10,"Auckland.","None",1,1
"785",785,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Hillcrest West.",".","Community Location","Saturday",11,"Hamilton City.","None",1,1
"786",786,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Marlborough Sounds Terrestrial.",".","Community Location","Saturday",12,"Marlborough District.","None",1,1
"787",787,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Sandringham North.",".","Community Location","Saturday",14,"Auckland.","None",1,1
"788",788,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Pokere-Waihaha.",".","Community Location","Saturday",16,"Far North District.","None",1,1
"789",789,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Otorohanga.",".","Community Location","Saturday",17,"Otorohanga District.","None",1,1
"790",790,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Milson.",".","Community Location","Saturday",19,"Palmerston North City.","None",1,1
"791",791,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Lambton.",".","Community Location","Saturday",22,"Wellington City.","None",1,1
"792",792,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Willis Street-Cambridge Terrace.",".","Community Location","Saturday",23,"Wellington City.","None",1,1
"793",793,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Cathedral Square.",".","Community Location","Saturday",3,"Christchurch City.","Not Stated",1,1
"794",794,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Riccarton.",".","Community Location","Saturday",20,"Christchurch City.","Not Stated",1,1
"795",795,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Kamo West.",".","Community Location","Saturday",16,"Whangarei District.","Blunt Instrument N.F.D.",1,1
"796",796,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Riccarton.",".","Community Location","Saturday",8,"Christchurch City.","None",1,1
"797",797,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Willis Street-Cambridge Terrace.",".","Community Location","Saturday",16,"Wellington City.","None",1,1
"798",798,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Wairoa.",".","Community Location","Saturday",22,"Wairoa District.","None",1,1
"799",799,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Papakura North East.",".","Community Location","Saturday",10,"Auckland.","Not Stated",1,1
"800",800,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Westbrook.",".","Community Location","Saturday",12,"Palmerston North City.","Not Stated",1,1
"801",801,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Woodhill.",".","Community Location","Saturday",14,"Whangarei District.","Not Stated",1,1
"802",802,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Plimmerton.",".","Community Location","Saturday",17,"Porirua City.","Not Stated",1,1
"803",803,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Ohangai.",".","Community Location","Saturday",21,"South Taranaki District.","Not Stated",1,1
"804",804,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Rangitaiki.",".","Community Location","Saturday",23,"Taupo District.","Not Stated",1,1
"805",805,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Laird Park.",".","Community Location","Saturday",17,"Wanganui District.","Bludgeon",1,1
"806",806,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Te Awamutu West.",".","Community Location","Saturday",0,"Waipa District.","None",1,1
"807",807,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Willis Street-Cambridge Terrace.",".","Community Location","Saturday",1,"Wellington City.","None",1,1
"808",808,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Masterton West.",".","Community Location","Saturday",5,"Masterton District.","None",1,1
"809",809,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Hamilton Central.",".","Community Location","Saturday",14,"Hamilton City.","None",1,1
"810",810,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Moerewa.",".","Community Location","Saturday",99,"Far North District.","None",1,1
"811",811,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Highbrook.",".","Community Location","Saturday",13,"Auckland.","Not Stated",1,1
"812",812,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Hawera South.",".","Community Location","Saturday",18,"South Taranaki District.","Not Stated",1,1
"813",813,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Whitianga.",".","Community Location","Saturday",10,"Thames-Coromandel District.","Other Weapon",1,1
"814",814,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Mt Eden East.",".","Community Location","Sunday",0,"Auckland.","None",1,1
"815",815,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Seaview.",".","Community Location","Sunday",0,"Timaru District.","None",1,1
"816",816,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Adelaide.",".","Community Location","Sunday",1,"Wellington City.","None",1,1
"817",817,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Pukekohe North.",".","Community Location","Sunday",2,"Auckland.","None",1,1
"818",818,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Palmerston North Central.",".","Community Location","Sunday",2,"Palmerston North City.","None",1,1
"819",819,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Palmerston North Central.",".","Community Location","Sunday",3,"Palmerston North City.","None",1,1
"820",820,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Auckland Central West.",".","Community Location","Sunday",6,"Auckland.","None",1,1
"821",821,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Papanui.",".","Community Location","Sunday",10,"Christchurch City.","None",1,1
"822",822,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Yatton Park.",".","Community Location","Sunday",11,"Tauranga City.","None",1,1
"823",823,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Willis Street-Cambridge Terrace.",".","Community Location","Sunday",14,"Wellington City.","None",1,1
"824",824,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Otahuhu North.",".","Community Location","Sunday",17,"Auckland.","None",1,1
"825",825,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Auckland Central West.",".","Community Location","Sunday",18,"Auckland.","None",1,1
"826",826,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","North East Valley.",".","Community Location","Sunday",20,"Dunedin City.","None",1,1
"827",827,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Porirua East.",".","Community Location","Sunday",22,"Porirua City.","None",1,1
"828",828,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Georgetown.",".","Community Location","Sunday",99,"Invercargill City.","None",1,1
"829",829,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Common Assault","Assault","Auckland Harbourside.",".","Community Location","Sunday",3,"Auckland.","Not Stated",1,1
"830",830,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Hamilton Central.",".","Community Location","Sunday",1,"Hamilton City.","None",1,1
"831",831,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Raumati Beach.",".","Community Location","Sunday",12,"Kapiti Coast District.","None",1,1
"832",832,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Wharenui.",".","Community Location","Sunday",23,"Christchurch City.","None",1,1
"833",833,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Maraenui.",".","Community Location","Sunday",9,"Napier City.","Not Stated",1,1
"834",834,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Dannemora.",".","Community Location","Sunday",12,"Auckland.","Not Stated",1,1
"835",835,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Henderson North.",".","Community Location","Sunday",14,"Auckland.","Not Stated",1,1
"836",836,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Mayfair.",".","Community Location","Sunday",16,"Hastings District.","Not Stated",1,1
"837",837,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Not Resulting in Injury","Assault","Gisborne Airport.",".","Community Location","Sunday",20,"Gisborne District.","Not Stated",1,1
"838",838,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Papatoetoe Central.",".","Community Location","Sunday",14,"Auckland.","Blunt Instrument N.F.D.",1,1
"839",839,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Willis Street-Cambridge Terrace.",".","Community Location","Sunday",0,"Wellington City.","None",1,1
"840",840,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Moanataiari.",".","Community Location","Sunday",1,"Thames-Coromandel District.","None",1,1
"841",841,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Willis Street-Cambridge Terrace.",".","Community Location","Sunday",2,"Wellington City.","None",1,1
"842",842,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Auckland Central East.",".","Community Location","Sunday",4,"Auckland.","None",1,1
"843",843,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Waiwhero.",".","Community Location","Sunday",13,"Rotorua District.","None",1,1
"844",844,"1 Victimisation Time and Place","Acts Intended to Cause Injury","Jun","20","Serious Assault Resulting in Injury","Assault","Te Maunga.",".","Community Location","Sunday",17,"Tauranga City.","None",1,1
