"type","title","director","date_added","release_year","rating","duration","listed_in"
NA,"Exclusive Edition","James Lee","August 14, 2017",2008,"TV-14","1 Season","International TV Shows, TV Dramas"
NA,"Glowing Embers","","August 14, 2017",2010,"TV-14","1 Season","International TV Shows, TV Dramas"
NA,"Persona","","August 14, 2017",2015,"TV-PG","1 Season","Crime TV Shows, International TV Shows, TV Dramas"
NA,"The Iron Lady","","August 14, 2017",2009,"TV-PG","1 Season","International TV Shows, TV Dramas"
"Movie","The Outcasts","Peter Hutchings","August 14, 2017",2017,"PG-13","94 min","Comedies"
"Movie","Demetri Martin: Live (At the Time)","Jay Karas","August 14, 2015",2015,"TV-MA","62 min","Stand-Up Comedy"
"Movie","90 ML","Anita Udeep","August 13, 2019",2019,"TV-14","123 min","Comedies, International Movies, Music & Musicals"
"Movie","Calum von Moger: Unbroken","Vlad Yudin","August 13, 2019",2019,"TV-MA","93 min","Documentaries, Sports Movies"
"Movie","Hasta los dientes","Alberto Arnaut Estrada","August 13, 2019",2018,"TV-MA","109 min","Documentaries, International Movies"
NA,"Tiffany Haddish Presents: They Ready","","August 13, 2019",2019,"TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies"
"Movie","Woodstock","Barak Goodman","August 13, 2019",2019,"TV-MA","97 min","Documentaries, Music & Musicals"
"Movie","Hot Property","Max McGill","August 13, 2017",2016,"TV-MA","82 min","Comedies, Independent Movies"
"Movie","Mission Control: The Unsung Heroes of Apollo","David Fairhead","August 13, 2017",2017,"TV-14","100 min","Documentaries"
"Movie","13 Cameras","Victor Zarcoff","August 13, 2016",2015,"NR","90 min","Horror Movies, Independent Movies, Thrillers"
NA,"DC Super Hero Girls","","August 12, 2019",2019,"TV-Y7-FV","1 Season","Kids' TV"
"Movie","Chocolate City: Vegas Strip","Jean-Claude La Marre","August 12, 2017",2017,"TV-MA","90 min","Dramas"
"Movie","Los Herederos","Jorge Hernandez Aldana","August 12, 2017",2015,"TV-MA","71 min","Dramas, International Movies"
"Movie","Naked","Michael Tiddes","August 11, 2017",2017,"TV-14","97 min","Comedies, Romantic Movies"
"Movie","Jim Gaffigan: Beyond the Pale","Michael Drumm","August 11, 2016",2005,"TV-14","72 min","Stand-Up Comedy"
"Movie","Jim Gaffigan: King Baby","Troy Miller","August 11, 2016",2009,"TV-PG","71 min","Stand-Up Comedy"
"Movie","Jim Gaffigan: Mr. Universe","Jay Karas","August 11, 2016",2012,"TV-14","77 min","Stand-Up Comedy"
"Movie","Jim Gaffigan: Obsessed","Jay Chapman","August 11, 2016",2014,"TV-14","70 min","Stand-Up Comedy"
NA,"72 Dangerous Animals: Asia","","August 10, 2018",2018,"TV-14","1 Season","Docuseries, International TV Shows, Science & Nature TV"
NA,"Afflicted","","August 10, 2018",2018,"TV-MA","1 Season","Docuseries, Reality TV"
NA,"All About the Washingtons","","August 10, 2018",2018,"TV-PG","1 Season","TV Comedies"
"Movie","Beyond the Clouds","Majid Majidi","August 10, 2018",2018,"TV-14","120 min","Dramas, Independent Movies, International Movies"
"Movie","The Birth Reborn","Eduardo Chauvet","August 10, 2018",2013,"TV-14","91 min","Documentaries, International Movies"
"Movie","The Guernsey Literary and Potato Peel Pie Society","Mike Newell","August 10, 2018",2018,"TV-14","124 min","Dramas, Romantic Movies"
"Movie","The Package","Jake Szymanski","August 10, 2018",2018,"TV-MA","95 min","Comedies"
"Movie","Zion","Floyd Russ","August 10, 2018",2018,"TV-PG","12 min","Documentaries, Sports Movies"
"Movie","Alive and Kicking","Susan Glatzer","August 10, 2017",2016,"TV-14","89 min","Documentaries"
"Movie","Demonic","Will Canon","August 10, 2017",2015,"R","83 min","Horror Movies, Independent Movies"
"Movie","SHOT! The Psycho-Spiritual Mantra of Rock","Barney Clay","August 10, 2017",2016,"TV-MA","98 min","Documentaries, Music & Musicals"
"Movie","The Saint","Ernie Barbarash","August 10, 2017",2017,"TV-14","92 min","Action & Adventure"
"Movie","3 Idiots","Rajkumar Hirani","August 1, 2019",2009,"PG-13","164 min","Comedies, Dramas, International Movies"
"Movie","Are We Done Yet?","Khaled El Halafawy","August 1, 2019",2018,"TV-14","87 min","Comedies, Dramas, International Movies"
"Movie","Boyka: Undisputed","Todor Chapkanov","August 1, 2019",2016,"R","90 min","Action & Adventure"
"Movie","Clash of the Titans","Louis Leterrier","August 1, 2019",2010,"PG-13","106 min","Action & Adventure, Sci-Fi & Fantasy"
"Movie","Darna Mana Hai","Prawal Raman","August 1, 2019",2003,"TV-MA","116 min","Horror Movies, International Movies, Thrillers"
"Movie","Ek Hasina Thi","Sriram Raghavan","August 1, 2019",2004,"TV-MA","134 min","Dramas, International Movies, Thrillers"
"Movie","Ferrari Ki Sawaari","Rajesh Mapuskar","August 1, 2019",2012,"TV-PG","133 min","Comedies, International Movies, Sports Movies"
"Movie","Four Weddings and a Funeral","Mike Newell","August 1, 2019",1994,"R","118 min","Classic Movies, Comedies, International Movies"
"Movie","Horns","Alexandre Aja","August 1, 2019",2013,"R","120 min","Dramas, Horror Movies, Sci-Fi & Fantasy"
"Movie","Jackie Brown","Quentin Tarantino","August 1, 2019",1997,"R","154 min","Dramas, Thrillers"
"Movie","Jupiter Ascending","Lana Wachowski, Lilly Wachowski","August 1, 2019",2015,"PG-13","128 min","Action & Adventure, Sci-Fi & Fantasy"
NA,"Khaani","","August 1, 2019",2017,"TV-14","1 Season","Crime TV Shows, International TV Shows, Romantic TV Shows"
"Movie","Last Knights","Kazuaki Kiriya","August 1, 2019",2015,"R","115 min","Action & Adventure"
"Movie","Manu","Phanindra Narsetti","August 1, 2019",2018,"TV-MA","177 min","Dramas, Independent Movies, International Movies"
"Movie","MI-5","Bharat Nalluri","August 1, 2019",2015,"R","105 min","Action & Adventure, Dramas, International Movies"
"Movie","Panic Room","David Fincher","August 1, 2019",2002,"R","112 min","Thrillers"
NA,"Regiment Diaries","","August 1, 2019",2018,"TV-14","1 Season","Docuseries, International TV Shows"
"Movie","Rocky","John G. Avildsen","August 1, 2019",1976,"PG","120 min","Action & Adventure, Classic Movies, Dramas"
"Movie","Rocky II","Sylvester Stallone","August 1, 2019",1979,"PG","119 min","Dramas, Sports Movies"
"Movie","Rocky III","Sylvester Stallone","August 1, 2019",1982,"PG","100 min","Dramas, Sports Movies"
"Movie","Rocky IV","Sylvester Stallone","August 1, 2019",1985,"PG","92 min","Dramas, Sports Movies"
"Movie","Rocky V","John G. Avildsen","August 1, 2019",1990,"PG-13","104 min","Dramas, Sports Movies"
"Movie","Rumor Has It","Rob Reiner","August 1, 2019",2005,"PG-13","97 min","Comedies, Romantic Movies"
"Movie","Running Out Of Time","Chris Stokes","August 1, 2019",2018,"TV-14","88 min","Thrillers"
NA,"Sleepless Society: Nyctophobia","","August 1, 2019",2019,"TV-MA","1 Season","International TV Shows, TV Mysteries, TV Thrillers"
"Movie","Something's Gotta Give","Nancy Meyers","August 1, 2019",2003,"PG-13","128 min","Comedies, Romantic Movies"
"Movie","Space Cowboys","Clint Eastwood","August 1, 2019",2000,"PG-13","130 min","Action & Adventure, Dramas, Sci-Fi & Fantasy"
NA,"The Chefs' Line","","August 1, 2019",2017,"TV-14","1 Season","International TV Shows, Reality TV"
"Movie","To Wong Foo, Thanks for Everything! Julie Newmar","Beeban Kidron","August 1, 2019",1995,"PG-13","108 min","Comedies, Cult Movies, LGBTQ Movies"
"Movie","Wazir","Bejoy Nambiar","August 1, 2019",2016,"TV-MA","98 min","Dramas, International Movies, Thrillers"
"Movie","White Chamber","Paul Raschid","August 1, 2019",2018,"TV-MA","89 min","Sci-Fi & Fantasy, Thrillers"
"Movie","Bean: The Ultimate Disaster Movie","Mel Smith","August 1, 2018",1997,"PG-13","89 min","Comedies, International Movies"
NA,"Becoming Champions","","August 1, 2018",2018,"TV-G","1 Season","Docuseries, International TV Shows"
"Movie","Being Napoleon","Jesse Handsher, Olivier Roland","August 1, 2018",2018,"TV-14","88 min","Documentaries"
"Movie","Casino Tycoon","Wong Jing","August 1, 2018",1992,"TV-MA","125 min","Action & Adventure, Dramas, International Movies"
"Movie","Chernobyl Diaries","Bradley Parker","August 1, 2018",2012,"R","88 min","Horror Movies, Thrillers"
"Movie","Doubles Cause Troubles","Wong Jing","August 1, 2018",1989,"TV-14","94 min","Action & Adventure, Comedies, International Movies"
"Movie","Flock of Four","Gregory Caruso","August 1, 2018",2018,"TV-MA","83 min","Dramas, Independent Movies, Music & Musicals"
"Movie","Hero","Corey Yuen","August 1, 2018",1997,"TV-MA","89 min","Action & Adventure, International Movies"
"Movie","History of Joy","Vishnu Govindhan","August 1, 2018",2017,"TV-14","118 min","Dramas, International Movies"
"Movie","Initial D","Andrew Lau Wai-Keung, Alan Mak","August 1, 2018",2005,"TV-14","109 min","Action & Adventure, International Movies"
"Movie","Invisible","Pablo Giorgelli","August 1, 2018",2017,"TV-MA","87 min","Dramas, Independent Movies, International Movies"
"Movie","Kaaliyan","Jijo Pancode","August 1, 2018",2017,"TV-14","105 min","Dramas, International Movies"
"Movie","Kung Fu Magoo","Andrés Couturier","August 1, 2018",2010,"TV-Y7","79 min","Children & Family Movies, Comedies"
"Movie","Kuppivala","Suresh Pillai","August 1, 2018",2017,"TV-14","133 min","Dramas, International Movies, Romantic Movies"
"Movie","Lechmi","B.N. Shajeer Sha","August 1, 2018",2017,"TV-14","147 min","Comedies, Horror Movies, International Movies"
"Movie","Little Dragon Maiden","Hua Shan","August 1, 2018",1983,"TV-14","92 min","Action & Adventure, International Movies, Romantic Movies"
NA,"Los tiempos de Pablo Escobar","Alessandro Angulo","August 1, 2018",2012,"TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows"
"Movie","Love In A Puff","Pang Ho-cheung","August 1, 2018",2010,"TV-MA","103 min","Comedies, Dramas, International Movies"
"Movie","Mahabharat","Amaan Khan","August 1, 2018",2013,"TV-14","119 min","Action & Adventure, Dramas, International Movies"
"Movie","Mater","Pablo D'Alo Abba","August 1, 2018",2017,"TV-MA","80 min","Dramas, Independent Movies, International Movies"
"Movie","Melle","Binu Ulahhannan","August 1, 2018",2017,"TV-PG","110 min","Dramas, International Movies, Romantic Movies"
"Movie","Minnaminugu the FireFly","Anil Thomas","August 1, 2018",2017,"TV-PG","128 min","Dramas, International Movies"
"Movie","Mythily Veendum Varunnu","Sabu Varghese","August 1, 2018",2017,"TV-14","88 min","Horror Movies, International Movies"
"Movie","Once In A Lifetime Sessions with Moby","Matt Askem","August 1, 2018",2018,"TV-PG","86 min","Documentaries, Music & Musicals"
"Movie","Once In A Lifetime Sessions with Nile Rodgers","Charlie Lightening","August 1, 2018",2018,"TV-PG","70 min","Documentaries, Music & Musicals"
"Movie","Once In A Lifetime Sessions with Noel Gallagher","Charlie Lightening","August 1, 2018",2018,"TV-MA","66 min","Documentaries, Music & Musicals"
"Movie","Once In A Lifetime Sessions with TLC","Matt Askem","August 1, 2018",2018,"TV-PG","72 min","Documentaries, Music & Musicals"
"Movie","Oru Vishsheshapetta Biryani Kissa","Kiran Narayanan","August 1, 2018",2017,"TV-14","122 min","Comedies, Dramas, International Movies"
"Movie","P Se PM Tak","Kundan Shah","August 1, 2018",2015,"TV-14","117 min","Comedies, Independent Movies, International Movies"
"Movie","R.L. Stine's Mostly Ghostly","Richard Correll","August 1, 2018",2008,"PG","98 min","Children & Family Movies, Comedies"
"Movie","Rangreza","Amir Mohiuddin","August 1, 2018",2017,"TV-14","126 min","Dramas, International Movies, Music & Musicals"
"Movie","Sudani from Nigeria","Zakariya","August 1, 2018",2018,"TV-PG","115 min","Comedies, Dramas, International Movies"
NA,"Switched","","August 1, 2018",2018,"TV-MA","1 Season","International TV Shows, TV Dramas, TV Mysteries"
NA,"The Could’ve-Gone-All-the-Way Committee","","August 1, 2018",2018,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas"
"Movie","The Diabolical","Alistair Legrand","August 1, 2018",2015,"TV-MA","86 min","Horror Movies, Sci-Fi & Fantasy, Thrillers"
"Movie","The Informant!","Steven Soderbergh","August 1, 2018",2009,"R","108 min","Comedies, Dramas"
"Movie","The Parole Officer","John Duigan","August 1, 2018",2001,"R","94 min","Action & Adventure, Comedies"
"Movie","Tikli and Laxmi Bomb","Aditya Kripalani","August 1, 2018",2017,"TV-MA","151 min","Dramas, International Movies"
"Movie","A Sort of Homecoming","Maria Burton","August 1, 2017",2015,"TV-PG","89 min","Dramas, Independent Movies"
"Movie","All Hallows' Eve","Charlie Vaughn","August 1, 2017",2016,"TV-G","92 min","Children & Family Movies, Independent Movies"
"Movie","Anarkali of Aarah","Avinash Das","August 1, 2017",2017,"TV-MA","111 min","Dramas, Independent Movies, International Movies"
"Movie","Annabelle Hooper and the Ghosts of Nantucket","Paul Serafini","August 1, 2017",2016,"TV-PG","92 min","Children & Family Movies"
NA,"Aussie Gold Hunters","","August 1, 2017",2016,"TV-MA","1 Season","Docuseries, International TV Shows, Reality TV"
"Movie","Below Her Mouth","April Mullen","August 1, 2017",2016,"TV-MA","91 min","Dramas, Independent Movies, International Movies"
NA,"Bountiful Blessings","","August 1, 2017",2011,"TV-14","1 Season","International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
NA,"Close Your Eyes Before It’s Dark","","August 1, 2017",2016,"TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas"
"Movie","Cloud Atlas","Lilly Wachowski, Lana Wachowski, Tom Tykwer","August 1, 2017",2012,"R","172 min","Action & Adventure, Cult Movies, Dramas"
"Movie","Cop Watchers","Ben Steele","August 1, 2017",2016,"TV-MA","45 min","Documentaries, International Movies"
NA,"Entangled","","August 1, 2017",2014,"TV-MA","1 Season","International TV Shows, TV Dramas"
NA,"Everyday Miracles","","August 1, 2017",2014,"TV-PG","1 Season","British TV Shows, Docuseries, International TV Shows"
NA,"Fartsa","","August 1, 2017",2015,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas"
NA,"Genius of the Ancient World","","August 1, 2017",2015,"TV-PG","1 Season","British TV Shows, Docuseries, International TV Shows"
NA,"Genius of the Modern World","","August 1, 2017",2016,"TV-14","1 Season","British TV Shows, Docuseries, International TV Shows"
"Movie","Handsome Devil","John Butler","August 1, 2017",2016,"TV-MA","95 min","Comedies, Dramas, International Movies"
NA,"Have You Ever Fallen in Love, Miss Jiang?","","August 1, 2017",2016,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas"
NA,"Hogie the Globehopper","","August 1, 2017",2016,"TV-Y","1 Season","Kids' TV"
"Movie","Jessica Darling's It List","Ali Scher","August 1, 2017",2016,"TV-G","80 min","Children & Family Movies, Comedies"
NA,"Life Plan A and B","","August 1, 2017",2016,"TV-PG","1 Season","International TV Shows, Romantic TV Shows, TV Dramas"
NA,"Locust","","August 1, 2017",2014,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Romantic TV Shows"
NA,"Love Storm","","August 1, 2017",2016,"TV-PG","1 Season","International TV Shows, Romantic TV Shows, TV Comedies"
"Movie","Maz Jobrani: Immigrant","Maz Jobrani","August 1, 2017",2017,"TV-MA","67 min","Stand-Up Comedy"
NA,"Nurses Who Kill","","August 1, 2017",2016,"TV-14","1 Season","British TV Shows, Crime TV Shows, Docuseries"
"Movie","Opening Night","Isaac Rentz","August 1, 2017",2016,"TV-MA","84 min","Comedies, Independent Movies, Music & Musicals"
"Movie","Raising the Bar","Clay Glen","August 1, 2017",2016,"TV-G","97 min","Children & Family Movies, Dramas, Sports Movies"
NA,"Surviving Escobar - Alias JJ","","August 1, 2017",2017,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
"Movie","The Blind Christ","Christopher Murray","August 1, 2017",2016,"TV-MA","86 min","Dramas, Independent Movies, International Movies"
"Movie","The Bomb","Kevin Ford, Smriti Keshari, Eric Schlosser","August 1, 2017",2016,"TV-14","59 min","Documentaries"
NA,"The In-Laws","","August 1, 2017",2011,"TV-14","1 Season","International TV Shows, TV Dramas"
"Movie","The Truth About Alcohol","David Briggs","August 1, 2017",2016,"TV-14","58 min","Documentaries, International Movies"
"Movie","The Women Who Kill Lions","Neil Rawles","August 1, 2017",2016,"TV-MA","47 min","Documentaries, International Movies"
"Movie","Un plus une","Claude Lelouch","August 1, 2017",2015,"TV-MA","114 min","Comedies, Dramas, International Movies"
NA,"Winter Sun","","August 1, 2017",2014,"TV-14","1 Season","International TV Shows, TV Dramas, TV Thrillers"
NA,"World War II in Colour","","August 1, 2017",2009,"NR","1 Season","British TV Shows, Docuseries, International TV Shows"
"Movie","APEX: The Story of the Hypercar","J.F. Musial, Josh Vietze","August 1, 2016",2016,"NR","86 min","Documentaries"
NA,"Autumn's Concerto","","August 1, 2016",2009,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas"
NA,"Battlefield Recovery","","August 1, 2016",2016,"TV-PG","1 Season","British TV Shows, Docuseries, Reality TV"
"Movie","Children of God","John Smithson","August 1, 2016",1994,"TV-MA","63 min","Documentaries"
NA,"Cocaine","","August 1, 2016",2005,"TV-14","1 Season","British TV Shows, Crime TV Shows, Docuseries"
NA,"Edge of the Universe","","August 1, 2016",2008,"TV-G","1 Season","British TV Shows, Docuseries, Science & Nature TV"
"Movie","Hitler's Olympics","Daniel Kontur","August 1, 2016",2016,"TV-PG","44 min","Documentaries, Sports Movies"
"Movie","Holding the Man","Neil Armfield","August 1, 2016",2015,"NR","128 min","Dramas, International Movies, LGBTQ Movies"
