"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in"
80084834,"Movie","Heneral Luna","Jerrold Tarog","John Arcilla, Mon Confiado, Arron Villaflor, Joem Bascon, Archie Alemania, Art Acuña, Alex Medina, Nonie Buencamino, Lorenz Martinez, Jeffrey Quizon, Alvin Anson, Mylene Dizon, Bing Pimentel, Leo Martinez, Ketchup Eusebio, Ronnie Lazaro, Paulo Avelino","Philippines","October 31, 2018",2015,"R","118 min","Dramas, International Movies"
80208273,"Movie","Judah Friedlander: America Is the Greatest Country in the United States","Judah Friedlander","Judah Friedlander","United States","October 31, 2017",2017,"TV-MA","84 min","Stand-Up Comedy"
80145699,"Movie","The B-Side: Elsa Dorfman's Portrait Photography","Errol Morris","Elsa Dorfman","United States","October 31, 2017",2016,"TV-MA","76 min","Documentaries"
80204927,"TV Show","Zumbo's Just Desserts","","Adriano Zumbo, Rachel Khoo","Australia","October 31, 2017",2016,"TV-14","1 Season","International TV Shows, Reality TV"
70266684,"Movie","Kristy","Oliver Blackburn","Haley Bennett, Ashley Greene, Erica Ash, Lucas Till, Chris Coy, Al Vicente, Wayne Pére, Jon Arthur, Mike Seal","United States","October 31, 2015",2013,"NR","85 min","Horror Movies"
81166978,"TV Show","Bring It On, Ghost","Park Joon-hwa","Taecyeon, Kim So-hyun, Kwon Yul, Kim Sang-ho, Kang Ki-young, Lee Da-wit, Kim Min-sang, Yun Seo-hyun","South Korea","October 30, 2019",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows"
81177371,"Movie","Mehandi Circus","Saravana Rajendran","Madhampatti Rangaraj, Shweta Tripathi, Vela Ramamoorthy, Ankur Vikal, G. Marimuthu, Sunny Charles","India","October 30, 2019",2019,"TV-14","126 min","Dramas, International Movies, Romantic Movies"
81167029,"TV Show","Tomorrow with You","","Shin Mina, Lee Je-hoon, Kim Ye-won, Cho Han-cheul, Baek Hyeon-jin, Kang Ki-doong, Park Joo-hee, Oh Gwang-rok","South Korea","October 30, 2019",2017,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows"
81142594,"TV Show","Tunnel","","Todsapol Maisuk, Johnny Hao, Morakot Liu, Pemy Peramin Thabkaew, Phenphet Phenkul, Sumet Ong-Art, Amarin Nitipon, Tor Techathuwanan, Komsan Kajonpaisansuk","","October 30, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas"
70067230,"Movie","My Brother ... Nikhil","Onir","Juhi Chawla, Sanjay Suri, Victor Banerjee, Lillete Dubey, Purab Kohli, Dipannita Sharma, Gautam Kapoor","India","October 30, 2018",2005,"TV-PG","116 min","Dramas, Independent Movies, International Movies"
80207446,"Movie","Shorgul","Jitendra Tiwari, Pranav Singh","Ashutosh Rana, Jimmy Shergill, Suha Gezen, Sanjay Suri, Narendra Jha, Hiten Tejwani, Eijaz Khan, Aniruddha Dave","India","October 30, 2018",2016,"TV-14","122 min","Dramas, International Movies"
80207447,"Movie","Siddhant","Vivek Wagh","Vikram Gokhale, Swati Chitnis, Kishore Kadam, Ganesh Yadav, Sarang Sathaye, Archit Deodhar, Madhavi Soman, Neha Mahajan","India","October 30, 2018",2014,"TV-G","105 min","Dramas, Independent Movies, International Movies"
80987753,"TV Show","The Degenerates","","Big Jay Oakerson, Brad Williams, Yamaneika Saunders, Liza  Treyger, Joey Diaz, Christina Pazsitzky","","October 30, 2018",2018,"TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies"
81016324,"Movie","The Jungle School","Riri Riza","Prisia Nasution, Nyungsang Bungo, Rukman Rosadi, Nadhira Suryadi, Ines Somellera","Indonesia","October 30, 2018",2013,"TV-PG","90 min","Dramas, International Movies"
80192097,"Movie","SPF-18","Alex Israel","Carson Meyer, Noah Centineo, Bianca Santos, Jackson White, Sean Russel Herman, Rosanna Arquette, Molly Ringwald, Pamela Anderson, Keanu Reeves, Goldie Hawn","United States","October 30, 2017",2017,"PG-13","75 min","Dramas, Romantic Movies, Sports Movies"
70185045,"Movie","Forks Over Knives","Lee Fulkerson","","United States","October 3, 2019",2011,"PG","96 min","Documentaries"
80217066,"TV Show","Seis Manos","","Aislinn Derbez, Mike Colter, Jonny Cruz, Angélica Vale, Vic Chao, Danny Trejo","United States","October 3, 2019",2019,"TV-MA","1 Season","Anime Series, Crime TV Shows"
70002129,"Movie","Benji's Very Own Christmas Story","Joe Camp","Ron Moody, Patsy Garrett, Cynthia Smith","United States","October 3, 2018",1978,"TV-G","25 min","Children & Family Movies"
80191963,"Movie","The Black Prince","Kavi Raz","Satinder Sartaaj, Shabana Azmi, Jason Flemyng, Amanda Root, Rup Magon, Sophie Stevens, Keith Duffy, David Essex, Leanne Joyce, Ranjit Singh Shubh","United Kingdom, India, United States","October 3, 2018",2017,"PG-13","121 min","Dramas, International Movies"
80218099,"Movie","Truth or Dare","Nick Simon","Cassandra Scerbo, Brytni Sarpy, Mason Dye, Harvey Guillen, Luke Baines, Ricardo Hoyos, Alexxis Lemire, Christina Masterson, Heather Langenkamp","United States","October 3, 2018",2017,"TV-MA","88 min","Horror Movies"
80199767,"Movie","Cult of Chucky","Don Mancini","Fiona Dourif, Michael Therriault, Adam Hurtig, Alex Vincent, Jennifer Tilly, Brad Dourif, Summer H. Howell, Grace Lynn Kung, Elisabeth Rosen, Zak Santiago, Ali Tataryn","United States","October 3, 2017",2017,"R","90 min","Horror Movies"
80191665,"Movie","Rodney Carrington: Here Comes the Truth","Brandon Jones","Rodney Carrington","United States","October 3, 2017",2017,"TV-MA","66 min","Stand-Up Comedy"
80161921,"Movie","Security","Alain Desrochers","Antonio Banderas, Ben Kingsley, Liam McIntyre, Cung Le, Katherine de la Rocha, Chad Lindberg, Jiro Wang, Gabriella Wright, Shari Watson, John Strong","United States","October 3, 2017",2017,"R","92 min","Action & Adventure"
81148672,"Movie","Arsenio Hall: Smart & Classy","Brian Volk-Weiss","Arsenio Hall","United States","October 29, 2019",2019,"TV-MA","63 min","Stand-Up Comedy"
81169914,"TV Show","Shine On with Reese","","Reese Witherspoon","United States","October 29, 2019",2018,"TV-14","1 Season","Docuseries"
81211714,"Movie","The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie","","","United States","October 29, 2019",2019,"TV-14","14 min","Documentaries, International Movies"
80224362,"Movie","Kings","Deniz Gamze Ergüven","Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker, Rachel Hilson, Issac Ryan Brown, Callan Farris, Serenity Reign Brown, Reece Cody, Aiden Akpan","France, Belgium, China, United States","October 29, 2018",2017,"R","87 min","Dramas"
80092857,"Movie","Pup Star","Robert Vince","Makenzie Moss, Jed Rees, David DeLuise, Carla Jimenez, Tom Everett Scott, Diedrich Bader, George Newbern, Bonnie Somerville, John Ratzenberger","Canada","October 29, 2016",2016,"G","92 min","Children & Family Movies, Comedies"
80244679,"Movie","A 3 Minute Hug","Everardo González","","Mexico, United States","October 28, 2019",2019,"TV-PG","28 min","Documentaries, International Movies"
81110394,"Movie","Little Miss Sumo","Matt Kay","Hiyori Kon","United Kingdom","October 28, 2019",2018,"TV-G","20 min","Documentaries, International Movies, Sports Movies"
80067754,"Movie","Equals","Drake Doremus","Nicholas Hoult, Kristen Stewart, Jacki Weaver, Guy Pearce, Rebecca Hazlewood, Scott Lawrence, Kai Lennox, Rizwan Manji","United States, Indonesia","October 28, 2018",2015,"PG-13","102 min","Dramas, Romantic Movies, Sci-Fi & Fantasy"
80189954,"Movie","Pup Star: Better 2Gether","Robert Vince","Kaitlyn Maher, Obba Babatundé, Lombardo Boyar, Molly Burnett, Chris Coppola, Reggie De Leon, David DeLuise, Matty Finochio, Josh Flitter, Benjamin Flores Jr.","Canada","October 28, 2017",2017,"PG","93 min","Children & Family Movies, Comedies"
80094648,"Movie","I Am the Pretty Thing That Lives in the House","Osgood Perkins","Ruth Wilson, Bob Balaban, Lucy Boynton, Paula Prentiss","Canada, United States","October 28, 2016",2016,"TV-14","89 min","Horror Movies, International Movies, Thrillers"
80066073,"Movie","Into the Inferno","Werner Herzog","Werner Herzog","United Kingdom, Germany, Canada","October 28, 2016",2016,"TV-PG","107 min","Documentaries"
80123740,"Movie","The African Doctor","Julien Rambaldi","Marc Zinga, Aïssa Maïga, Bayron Lebli, Médina Diarra, Rufus, Jonathan Lambert, Jean-Benoît Ugeux","France","October 28, 2016",2016,"TV-PG","94 min","Comedies, Dramas, International Movies"
80123741,"Movie","They Are Everywhere","Yvan Attal","Yvan Attal, Benoît Poelvoorde, Charlotte Gainsbourg, Valérie Bonneton, Dany Boon, Grégory Gadebois, Denis Podalydès, François Damiens, Yamée Couture, Freya Mavor, Rivka Michaeli","France, Belgium","October 28, 2016",2016,"TV-MA","110 min","Comedies, International Movies"
80094260,"TV Show","Trailer Park Boys: Out of the Park: Europe","","Mike Smith, John Paul Tremblay, Robb Wells","Canada","October 28, 2016",2016,"TV-MA","1 Season","International TV Shows, TV Comedies"
80123742,"Movie","West Coast","Benjamin Weill","Devi Couzigou, Mathis Crusson, Victor Le Blond, Sullivan Loyez, Pierre-François Martin-Laval, Hugo Chalan-Marchio","France","October 28, 2016",2016,"TV-MA","81 min","Comedies, Dramas, International Movies"
81197399,"TV Show","Wait, My Youth","","Zhao Yiqin, Li Jiaqi, Li Geyang, Xu Mengyuan, Wu Shuangyi, Dong Yanlei, Vincent Wei","","October 27, 2019",2019,"TV-PG","1 Season","International TV Shows, Romantic TV Shows, Teen TV Shows"
81000863,"Movie","14 Cameras","Scott Hussion, Seth Fuller","Neville Archambault, Amber Midthunder, Brytnee Ratledge, Hank Rogerson, Chelsea Edmundson, John-Paul Howard, Lora Martinez-Cunningham, Brianne Moncrief","United States","October 27, 2018",2018,"TV-MA","89 min","Horror Movies, Thrillers"
70082255,"Movie","Dragon Tiger Gate","Wilson Yip","Donnie Yen, Nicholas Tse, Shawn Yue, Dong Jie, Li Xiaoran, Yuen Wah, Chen Kuan Tai, Xing Yu, Vincent Sze, Tommy Yuen","Hong Kong, China","October 27, 2018",2006,"TV-MA","94 min","Action & Adventure, International Movies"
80197912,"TV Show","Beyond Stranger Things","","Jim Rash, Matt Duffer, Ross Duffer, Shawn Levy, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Noah Schnapp, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin, Randy Havens, Brett Gelman, Linnea Berthelsen","United States","October 27, 2017",2017,"TV-14","1 Season","Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy"
80117454,"Movie","Joan Didion: The Center Will Not Hold","Griffin Dunne","Joan Didion","United States","October 27, 2017",2017,"TV-14","98 min","Documentaries"
80095197,"Movie","7 años","Roger Gual","Paco León, Juana Acosta, Juan Pablo Raba, Alex Brendemühl, Manuel Morón","Spain","October 27, 2016",2016,"TV-MA","77 min","Dramas, International Movies"
80045783,"Movie","Manson Family Vacation","J. Davis","Jay Duplass, Linas Phillips, Leonora Pitts, Adam Chernick, Davie-Blue, Suzanne Ford, Tobin Bell","United States","October 27, 2015",2015,"NR","85 min","Comedies, Dramas, Independent Movies"
81185502,"TV Show","A Little Thing Called First Love","","Lai Kuan-lin, Zhao Jinmai, Wang Runze, Chai Wei, Wang Bowen","China","October 26, 2019",2019,"TV-G","1 Season","International TV Shows, Romantic TV Shows, Teen TV Shows"
81123469,"Movie","The Last Whistle","Rob Smat","Brad Leland, Jim O'Heir, Deanne Lauvin, Les Miles, Eric Nelsen, Fred Tolliver Jr, Tyler Perez, Sainty Nelsen","United States","October 26, 2019",2019,"PG","88 min","Dramas, Sports Movies"
80211622,"Movie","Been So Long","Tinge Krishnan","Michaela Coel, Arinzé Kene, George MacKay, Ashley Thomas, Joe Dempsie, Ronke Adekoluejo, Luke Norris, Mya Lewis","","October 26, 2018",2018,"TV-MA","100 min","Dramas, International Movies, Music & Musicals"
80990221,"Movie","Dovlatov","Aleksey German","Milan Maric, Danila Kozlovsky, Helena Sujecka, Artur Beschastny, Anton Shagin, Svetlana Khodchenkova, Elena Lyadova, Piotr Gasowski, Eva Gerr, Hanna Sleszynska","Russia, Poland, Serbia","October 26, 2018",2018,"PG-13","126 min","Dramas, International Movies"
80202352,"Movie","Incoming","Eric Zaragosa","Scott Adkins, Aaron McCusker, Vahldin Prelic, Lukas Loughran, Michelle Lehane, Alaa Seif, Milan Kovacevic, Arkie Reece, Vladimir Alenikov, Dominic Power","Serbia, United States","October 26, 2018",2019,"TV-MA","89 min","Action & Adventure, Sci-Fi & Fantasy"
80235268,"Movie","Jefe","Sergio Barrejón","Luis Callejo, Juana Acosta, Carlo D'Ursi, Josean Bengoetxea, Bárbara Santa-Cruz, Maica Barroso, Adam Jezierski, Sergio Quintana","Spain, Portugal","October 26, 2018",2018,"TV-MA","90 min","Comedies, Dramas, International Movies"
80992500,"Movie","Santo Cachón","","","Colombia","October 26, 2018",2018,"TV-14","87 min","Comedies, International Movies, Romantic Movies"
80241061,"Movie","Shirkers","Sandi Tan","","United States, United Kingdom","October 26, 2018",2018,"TV-14","97 min","Documentaries"
80185048,"TV Show","Terrorism Close Calls","","","United States, Czech Republic","October 26, 2018",2018,"TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows"
81025088,"Movie","W/O Ram","Vijay Yelakanti","Lakshmi Manchu, Aadarsh Balakrishna, Priyadarshi Pullikonda, Samrat Reddy, Shrikanth Iyyangar, Shrusti Dange","India","October 26, 2018",2018,"TV-MA","115 min","Dramas, International Movies, Thrillers"
80173479,"Movie","Strange Weather","Katherine Dieckmann","Holly Hunter, Carrie Coon, Kim Coates, Shane Jacobsen, Andrene Ward-Hammond, Allene Quincy, Glenne Headly","United States","October 26, 2017",2016,"R","91 min","Dramas, Independent Movies"
80081372,"Movie","A Tale of Love and Darkness","Natalie Portman","Natalie Portman, Gilad Kahana, Amir Tessler, Moni Moshonov, Ohad Knoller, Makram Khoury, Neta Riskin, Alexander Peleg, Rotem Keinan, Tomer Kapon","Israel, United States","October 25, 2019",2015,"PG-13","98 min","Dramas, International Movies"
81136744,"Movie","Assimilate","John Murlowski","Joel Courtney, Calum Worthy, Andi Matichak, Katherine McNamara, Cam Gigandet, Mason McNulty, Terry Dale Parks, Vito Viscuso, Jennifer Pierce Mathus, Kevin Remington","United States","October 25, 2019",2019,"TV-14","94 min","Horror Movies, Sci-Fi & Fantasy, Thrillers"
80221210,"TV Show","Brotherhood","","Naruna Costa, Seu Jorge, Hermila Guedes, Lee Taylor, Danilo Grangheia, Wesley Guimarães, Pedro Wagner","Brazil","October 25, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas"
81132444,"Movie","Consequences ","Ozan Açıktan","Nehir Erdoğan, Tardu Flordun, İlker Kaleli, Serkan Keskin, Esra Bezen Bilgin, Aytaç Uşun, Cem Özeren, Caner Arçkan","Turkey","October 25, 2019",2014,"TV-MA","106 min","Dramas, International Movies, Thrillers"
80182014,"Movie","Dolemite Is My Name","Craig Brewer","Eddie Murphy, Wesley Snipes, Keegan-Michael Key, Mike Epps, Craig Robinson, Tituss Burgess, Da'Vine Joy Randolph, Kodi Smit-McPhee","United States","October 25, 2019",2019,"R","118 min","Comedies, Dramas"
81010786,"TV Show","Drug Squad: Costa del Sol","","Hugo Silva, Álvaro Cervantes, Miki Esparbé, Jesús Castro, Sara Sálamo, Jorge Usón, Cayetana Cabezas, Pablo Béjar, Marco Cáceres, Olivia Delcán, Jorge Suquet, Daniel Holguín, Joaquín Galletero, Carolina Yuste, Ana Fernández","Spain","October 25, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
81078456,"Movie","It Takes a Lunatic","Billy Lyons","","United States, United Kingdom, Germany","October 25, 2019",2019,"TV-MA","127 min","Documentaries"
81105406,"TV Show","Monzón: A Knockout Blow","","Jorge Román, Mauricio Paniagua, Carla Quevedo, Paloma Ker, Soledad Silveyra, Diego Cremonesi, Florencia Raggi, Gustavo Garzón, Yayo Guridi, Fabián Arenillas, Nacho Gadano, Belén Chavanne","Argentina","October 25, 2019",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
81121023,"Movie","My Next Guest with David Letterman and Shah Rukh Khan","Michael Steed","Shah Rukh Khan, David Letterman","","October 25, 2019",2019,"TV-PG","61 min","International Movies"
81061828,"TV Show","Nailed It! France","","Artus, Noémie Honiat","France","October 25, 2019",2019,"TV-14","1 Season","International TV Shows, Reality TV"
81062582,"TV Show","Nailed It! Spain","","La Terremoto de Alcorcón, Christian Escribà","Spain","October 25, 2019",2019,"TV-PG","1 Season","International TV Shows, Reality TV, Spanish-Language TV Shows"
81017316,"TV Show","Prank Encounters","","Gaten Matarazzo","United States","October 25, 2019",2019,"TV-MA","1 Season","Reality TV, TV Comedies, TV Horror"
81018455,"Movie","Rattlesnake","Zak Hilditch","Carmen Ejogo, Theo Rossi, Emma Greenwell, Apollonia Pratt, Debrianna Mansini, Bruce Davis","United States","October 25, 2019",2019,"TV-MA","86 min","Horror Movies, Independent Movies, Thrillers"
81110383,"Movie","The Awakening of Motti Wolkenbruch","Michael Steiner","Inge Maux, Noémie Schmidt, Joel Basman, Sunnyi Melles, Udo Samel, Rachel Braunschweig, Oriana Schrage, Meytal Gal","Switzerland","October 25, 2019",2018,"TV-MA","94 min","Comedies, Dramas, International Movies"
81200228,"TV Show","The Untamed","","Sean Xiao, Wang Yibo, Zoey Meng, Xuan Lu, Yu Bin, Wang Zhuocheng, Liu Haikuan, Zhu Zanjin, Wang Haoxuan, Ji Li","China","October 25, 2019",2019,"TV-14","1 Season","International TV Shows, TV Action & Adventure, TV Mysteries"
70218316,"TV Show","DreamWorks Spooky Stories","","Antonio Banderas, Hugh Laurie, Mike Myers, Reese Witherspoon, Seth Rogen, Kristen Schaal, Dean Edwards","United States","October 25, 2018",2009,"TV-PG","1 Season","Kids' TV, TV Comedies"
80995073,"TV Show","Queens vs. Kings","","Varun Thakur, Anu Menon, Rahul Subramanian, Siddharth Dudeja, Supriya Joshi, Utsav Chakraborty, Saadiya Ali, Kavya Bector, Kumar Varun","","October 25, 2018",2018,"TV-14","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies"
81018183,"Movie","Ronnie Coleman: The King","Vlad Yudin","Ronnie Coleman","United States","October 25, 2018",2018,"TV-14","93 min","Documentaries"
80219941,"Movie","Meet the Trumps: From Immigrant to President","Paul Berczeller, Mark Radice","","United Kingdom","October 25, 2017",2017,"TV-14","48 min","Documentaries"
80064515,"Movie","The Hateful Eight","Quentin Tarantino","Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks, Dana Gourrier, Channing Tatum, Zoë Bell","United States","October 25, 2017",2015,"R","168 min","Action & Adventure, Thrillers"
80062011,"Movie","Walt Disney Animation Studios Short Films Collection","Chris Buck, Jennifer Lee, Patrick Osborne, Lauren MacMullan, John Kahrs, Nathan Greno, Byron Howard, Stevie Wermers, Dean Wellins, Kevin Deters, Roger Allers, Mike Gabriel, Mark Henn","Kristen Bell, Josh Gad, Jonathan Groff, Idina Menzel, Geoffrey Jones, Alfre Woodard, Carrie Harrington, Tim Hodge, David Murray, Sarah Chalke, Dave Foley, Derek Richardson, Betty White, Zachary Levi, Mandy Moore","United States","October 25, 2015",2015,"TV-G","90 min","Children & Family Movies"
